,visitId,ranking,pageId
1093,1495142213,2,3654191
1094,1495094809,4,3750991
1094,1495094809,4,3729851
1094,1495094809,4,3653961
1094,1495094809,4,3826091
1094,1495094809,4,3763306
1094,1495094809,4,3654141
1094,1495094809,4,3808026
1094,1495094809,4,3654151
1094,1495094809,4,3650656
1094,1495094809,4,3749081
1094,1495094809,4,3655391
1094,1495094809,4,3654296
1095,1495102001,4,3650321
1095,1495102001,4,3655656
1095,1495102001,4,3656376
1095,1495102001,4,3655576
1095,1495102001,4,3651926
1095,1495102001,4,3759796
1095,1495102001,4,3651066
1095,1495102001,4,3650331
1095,1495102001,4,3649666
1096,1495171686,4,3649541
1096,1495171686,4,3764371
1096,1495171686,4,3649606
1096,1495171686,4,3704826
1096,1495171686,4,3649646
1096,1495171686,4,3654226
1096,1495171686,4,3854641
1096,1495171686,4,3729946
1096,1495171686,4,3729616
1096,1495171686,4,3654031
1097,1495151588,2,3774296
1097,1495151588,2,3761536
1097,1495151588,2,3764431
1098,1495151588,2,3649676
1098,1495151588,2,3749221
1098,1495151588,2,3730031
1099,1495151588,2,3847426
1099,1495151588,2,3651101
1099,1495151588,2,3655581
1100,1495151588,2,3654566
1100,1495151588,2,3651021
1100,1495151588,2,3729451
1101,1495151588,2,3654196
1101,1495151588,2,3656261
1101,1495151588,2,3729671
1102,1495151588,2,3729951
1102,1495151588,2,3655396
1102,1495151588,2,3699151
1103,1495151588,2,3654166
1103,1495151588,2,3654581
1103,1495151588,2,3654126
1104,1495151588,2,3730061
1104,1495151588,2,3760241
1104,1495151588,2,3649571
1105,1495151588,1,3761401
1106,1495151588,1,3655306
1107,1495151588,1,3654556
1108,1495151588,1,3655531
1109,1495151588,1,3650036
1110,1495151588,1,3651941
1111,1495151588,1,3743951
1112,1495151588,1,3786971
1113,1495151588,2,3653946
1113,1495151588,2,3655626
1113,1495151588,2,3730146
1114,1495151588,2,3654856
1114,1495151588,2,3749106
1114,1495151588,2,3729906
1115,1495151588,2,3790121
1115,1495151588,2,3729631
1115,1495151588,2,3655036
1116,1495151588,2,3730186
1116,1495151588,2,3839351
1116,1495151588,2,3650381
1117,1495151588,2,3749146
1117,1495151588,2,3650041
1117,1495151588,2,3828216
1118,1495151588,2,3650521
1118,1495151588,2,3654961
1118,1495151588,2,3654516
1119,1495151588,2,3654606
1119,1495151588,2,3855996
1119,1495151588,2,3656351
1120,1495151588,2,3650561
1120,1495151588,2,3730066
1120,1495151588,2,3650721
1121,1495151588,1,3654876
1122,1495151588,1,3654051
1123,1495151588,1,3656381
1124,1495151588,1,3730171
1125,1495151588,1,3650716
1126,1495151588,1,3730051
1127,1495151588,1,3750851
1128,1495151588,1,3654306
1129,1495170966,2,3649786
1129,1495170966,2,3822896
1129,1495170966,2,3856026
1130,1495147898,4,3651141
1130,1495147898,4,3655631
1130,1495147898,4,3654951
1130,1495147898,4,3650461
1130,1495147898,4,3655096
1130,1495147898,4,3650436
1130,1495147898,4,3751041
1130,1495147898,4,3650511
1130,1495147898,4,3729956
1130,1495147898,4,3650586
1130,1495147898,4,3855961
1130,1495147898,4,3846561
1130,1495147898,4,3650966
1131,1495132003,4,3666046
1131,1495132003,4,3764441
1131,1495132003,4,3756181
1131,1495132003,4,3653946
1131,1495132003,4,3650051
1131,1495132003,4,3654971
1131,1495132003,4,3746411
1131,1495132003,4,3655091
1131,1495132003,4,3760851
1131,1495132003,4,3660441
1131,1495132003,4,3760556
1132,1495175990,4,3654926
1132,1495175990,4,3729671
1132,1495175990,4,3654966
1132,1495175990,4,3651136
1132,1495175990,4,3653001
1132,1495175990,4,3656261
1132,1495175990,4,3697746
1132,1495175990,4,3729901
1132,1495175990,4,3649731
1132,1495175990,4,3655341
1133,1495129622,4,3729896
1133,1495129622,4,3651221
1133,1495129622,4,3764311
1133,1495129622,4,3781341
1133,1495129622,4,3746866
1133,1495129622,4,3760856
1133,1495129622,4,3729921
1133,1495129622,4,3654926
1133,1495129622,4,3749091
1134,1495118459,4,3670921
1134,1495118459,4,3759771
1134,1495118459,4,3749136
1134,1495118459,4,3655251
1134,1495118459,4,3655231
1134,1495118459,4,3651131
1134,1495118459,4,3654391
1134,1495118459,4,3654121
1134,1495118459,4,3654701
1134,1495118459,4,3650111
1134,1495118459,4,3838871
1134,1495118459,4,3655266
1135,1495153403,2,3764491
1135,1495153403,2,3651961
1136,1495152911,4,3651941
1136,1495152911,4,3704191
1136,1495152911,4,3654881
1136,1495152911,4,3656816
1136,1495152911,4,3650331
1136,1495152911,4,3761911
1136,1495152911,4,3751101
1136,1495152911,4,3650746
1136,1495152911,4,3649986
1136,1495152911,4,3655236
1137,1495120719,4,3649711
1137,1495120719,4,3730186
1137,1495120719,4,3651201
1137,1495120719,4,3767496
1137,1495120719,4,3763831
1137,1495120719,4,3749141
1137,1495120719,4,3650176
1137,1495120719,4,3655161
1137,1495120719,4,3730146
1137,1495120719,4,3699151
1138,1495090796,4,3847436
1138,1495090796,4,3705361
1138,1495090796,4,3651081
1138,1495090796,4,3682826
1138,1495090796,4,3749121
1138,1495090796,4,3654281
1138,1495090796,4,3654791
1138,1495090796,4,3839601
1138,1495090796,4,3654811
1139,1495127637,2,3650686
1139,1495127637,2,3654791
1140,1495142003,4,3751106
1140,1495142003,4,3650761
1140,1495142003,4,3855986
1140,1495142003,4,3764501
1140,1495142003,4,3654081
1140,1495142003,4,3650256
1140,1495142003,4,3729441
1140,1495142003,4,3654721
1140,1495142003,4,3649436
1140,1495142003,4,3654951
1141,1495172734,4,3651026
1141,1495172734,4,3764481
1141,1495172734,4,3651086
1141,1495172734,4,3736321
1141,1495172734,4,3662431
1141,1495172734,4,3774496
1141,1495172734,4,3654851
1141,1495172734,4,3749511
1141,1495172734,4,3822896
1141,1495172734,4,3845156
1141,1495172734,4,3730066
1142,1495125070,4,3730141
1142,1495125070,4,3764296
1142,1495125070,4,3763786
1142,1495125070,4,3650466
1142,1495125070,4,3751096
1142,1495125070,4,3650301
1142,1495125070,4,3649441
1142,1495125070,4,3654201
1143,1495145292,2,3653901
1143,1495145292,2,3650931
1144,1495154155,2,3651101
1144,1495154155,2,3806831
1145,1495096336,4,3655196
1145,1495096336,4,3781331
1145,1495096336,4,3730186
1145,1495096336,4,3653001
1145,1495096336,4,3702851
1145,1495096336,4,3774296
1145,1495096336,4,3654826
1145,1495096336,4,3650476
1146,1495145671,4,3729631
1146,1495145671,4,3765996
1146,1495145671,4,3847241
1146,1495145671,4,3764611
1146,1495145671,4,3764491
1146,1495145671,4,3730071
1146,1495145671,4,3650651
1147,1495145671,4,3649976
1147,1495145671,4,3651951
1147,1495145671,4,3844656
1147,1495145671,4,3761906
1147,1495145671,4,3655061
1147,1495145671,4,3653941
1147,1495145671,4,3749121
1148,1495145671,4,3651211
1148,1495145671,4,3654116
1148,1495145671,4,3670921
1148,1495145671,4,3650926
1148,1495145671,4,3650521
1148,1495145671,4,3729511
1148,1495145671,4,3654486
1149,1495145671,4,3650906
1149,1495145671,4,3856031
1149,1495145671,4,3655051
1149,1495145671,4,3730096
1149,1495145671,4,3654721
1149,1495145671,4,3654286
1149,1495145671,4,3729766
1150,1495145671,4,3764521
1150,1495145671,4,3650291
1150,1495145671,4,3655481
1150,1495145671,4,3649956
1150,1495145671,4,3729996
1150,1495145671,4,3655571
1150,1495145671,4,3729536
1151,1495145671,4,3763831
1151,1495145671,4,3651221
1151,1495145671,4,3655226
1151,1495145671,4,3654641
1151,1495145671,4,3655481
1151,1495145671,4,3751101
1151,1495145671,4,3729741
1152,1495145671,4,3774296
1152,1495145671,4,3759741
1152,1495145671,4,3655376
1152,1495145671,4,3651146
1152,1495145671,4,3651216
1152,1495145671,4,3650336
1152,1495145671,4,3649401
1153,1495145671,4,3764406
1153,1495145671,4,3764421
1153,1495145671,4,3729391
1153,1495145671,4,3650326
1153,1495145671,4,3749071
1153,1495145671,4,3764436
1153,1495145671,4,3749191
1154,1495145671,2,3655566
1154,1495145671,2,3654281
1155,1495145671,2,3650836
1155,1495145671,2,3730041
1156,1495145671,2,3764451
1156,1495145671,2,3751011
1157,1495145671,2,3811531
1157,1495145671,2,3705361
1158,1495145671,2,3654431
1158,1495145671,2,3817756
1159,1495145671,2,3729296
1159,1495145671,2,3749186
1160,1495145671,2,3756611
1160,1495145671,2,3650946
1161,1495145671,2,3729971
1161,1495145671,2,3656351
1162,1495145671,4,3847206
1162,1495145671,4,3759816
1162,1495145671,4,3654406
1162,1495145671,4,3759741
1162,1495145671,4,3650756
1162,1495145671,4,3761536
1162,1495145671,4,3654581
1163,1495145671,4,3749106
1163,1495145671,4,3845131
1163,1495145671,4,3774296
1163,1495145671,4,3695441
1163,1495145671,4,3764401
1163,1495145671,4,3651111
1163,1495145671,4,3654026
1164,1495145671,4,3749171
1164,1495145671,4,3654166
1164,1495145671,4,3651916
1164,1495145671,4,3730016
1164,1495145671,4,3649836
1164,1495145671,4,3649456
1164,1495145671,4,3807386
1165,1495145671,4,3650041
1165,1495145671,4,3729701
1165,1495145671,4,3844611
1165,1495145671,4,3764526
1165,1495145671,4,3654341
1165,1495145671,4,3764511
1165,1495145671,4,3730056
1166,1495145671,4,3847436
1166,1495145671,4,3854411
1166,1495145671,4,3806831
1166,1495145671,4,3729926
1166,1495145671,4,3846901
1166,1495145671,4,3650866
1166,1495145671,4,3651236
1167,1495145671,4,3749166
1167,1495145671,4,3729751
1167,1495145671,4,3650721
1167,1495145671,4,3790121
1167,1495145671,4,3749361
1167,1495145671,4,3651951
1167,1495145671,4,3656811
1168,1495145671,4,3655131
1168,1495145671,4,3764241
1168,1495145671,4,3855541
1168,1495145671,4,3650876
1168,1495145671,4,3729836
1168,1495145671,4,3655416
1168,1495145671,4,3650121
1169,1495145671,4,3650976
1169,1495145671,4,3749371
1169,1495145671,4,3650806
1169,1495145671,4,3837326
1169,1495145671,4,3692796
1169,1495145671,4,3764571
1169,1495145671,4,3654476
1170,1495145671,2,3654756
1170,1495145671,2,3654021
1171,1495145671,2,3839206
1171,1495145671,2,3654336
1172,1495145671,2,3651231
1172,1495145671,2,3729691
1173,1495145671,2,3655541
1173,1495145671,2,3654001
1174,1495145671,2,3854561
1174,1495145671,2,3654111
1175,1495145671,2,3761911
1175,1495145671,2,3649456
1176,1495145671,2,3654381
1176,1495145671,2,3729691
1177,1495145671,2,3650131
1177,1495145671,2,3655566
1178,1495132134,2,3654071
1178,1495132134,2,3654461
1179,1495154060,4,3737831
1179,1495154060,4,3650306
1179,1495154060,4,3654961
1179,1495154060,4,3764511
1179,1495154060,4,3846606
1179,1495154060,4,3764441
1179,1495154060,4,3650226
1180,1495147126,4,3650491
1180,1495147126,4,3651086
1180,1495147126,4,3655621
1180,1495147126,4,3729506
1180,1495147126,4,3655366
1180,1495147126,4,3650741
1180,1495147126,4,3847446
1180,1495147126,4,3749351
1180,1495147126,4,3770961
1181,1495148387,4,3749301
1181,1495148387,4,3655421
1181,1495148387,4,3654431
1181,1495148387,4,3730066
1181,1495148387,4,3655626
1181,1495148387,4,3649471
1181,1495148387,4,3815341
1181,1495148387,4,3703461
1181,1495148387,4,3650391
1181,1495148387,4,3650401
1182,1495121772,2,3764481
1182,1495121772,2,3764296
1183,1495172448,4,3781331
1183,1495172448,4,3730171
1183,1495172448,4,3654261
1183,1495172448,4,3654571
1183,1495172448,4,3649666
1183,1495172448,4,3654656
1183,1495172448,4,3650876
1183,1495172448,4,3855941
1183,1495172448,4,3659576
1183,1495172448,4,3655606
1184,1495142626,4,3655201
1184,1495142626,4,3654476
1184,1495142626,4,3649921
1184,1495142626,4,3649636
1184,1495142626,4,3688651
1184,1495142626,4,3704931
1184,1495142626,4,3651956
1184,1495142626,4,3651231
1185,1495114293,3,3654841
1185,1495114293,3,3670921
1185,1495114293,3,3853481
1185,1495114293,3,3654541
1185,1495114293,3,3759741
1186,1495143626,4,3655226
1186,1495143626,4,3855001
1186,1495143626,4,3815396
1186,1495143626,4,3729806
1186,1495143626,4,3649631
1186,1495143626,4,3650681
1186,1495143626,4,3729501
1186,1495143626,4,3655031
1186,1495143626,4,3656351
1187,1495120941,4,3856026
1187,1495120941,4,3651911
1187,1495120941,4,3847421
1187,1495120941,4,3649421
1187,1495120941,4,3654341
1187,1495120941,4,3650681
1187,1495120941,4,3655521
1187,1495120941,4,3654436
1187,1495120941,4,3760436
1188,1495135873,4,3655616
1188,1495135873,4,3781346
1188,1495135873,4,3749321
1188,1495135873,4,3764276
1188,1495135873,4,3650456
1188,1495135873,4,3729931
1188,1495135873,4,3654966
1188,1495135873,4,3751036
1188,1495135873,4,3759741
1189,1495126193,2,3763671
1189,1495126193,2,3764541
1190,1495103375,2,3670921
1190,1495103375,2,3737571
1190,1495103375,2,3653896
1191,1495120522,4,3650686
1191,1495120522,4,3729531
1191,1495120522,4,3650046
1191,1495120522,4,3692611
1191,1495120522,4,3649211
1191,1495120522,4,3654566
1191,1495120522,4,3764361
1191,1495120522,4,3656346
1191,1495120522,4,3730186
1192,1495139917,4,3699676
1192,1495139917,4,3763671
1192,1495139917,4,3781346
1192,1495139917,4,3730021
1192,1495139917,4,3654736
1192,1495139917,4,3729811
1192,1495139917,4,3654801
1192,1495139917,4,3649816
1192,1495139917,4,3651031
1193,1495135065,2,3764436
1193,1495135065,2,3651101
1193,1495135065,2,3670011
1194,1495101459,4,3654486
1194,1495101459,4,3655076
1194,1495101459,4,3649671
1194,1495101459,4,3749361
1194,1495101459,4,3729701
1194,1495101459,4,3649941
1195,1495091319,4,3764611
1195,1495091319,4,3654071
1195,1495091319,4,3649401
1195,1495091319,4,3730111
1195,1495091319,4,3649471
1195,1495091319,4,3669051
1195,1495091319,4,3651046
1195,1495091319,4,3651016
1196,1495122848,4,3846396
1196,1495122848,4,3655181
1196,1495122848,4,3651951
1196,1495122848,4,3729511
1196,1495122848,4,3729451
1196,1495122848,4,3729956
1196,1495122848,4,3651101
1196,1495122848,4,3655421
1197,1495156017,3,3729976
1197,1495156017,3,3730041
1197,1495156017,3,3651186
1197,1495156017,3,3653961
1198,1495136188,4,3729671
1198,1495136188,4,3853671
1198,1495136188,4,3651206
1198,1495136188,4,3651076
1198,1495136188,4,3749391
1198,1495136188,4,3730066
1198,1495136188,4,3729786
1198,1495136188,4,3649436
1199,1495157243,4,3649431
1199,1495157243,4,3729516
1199,1495157243,4,3654811
1199,1495157243,4,3845621
1199,1495157243,4,3651231
1199,1495157243,4,3764336
1199,1495157243,4,3650161
1199,1495157243,4,3763566
1200,1495168745,4,3764326
1200,1495168745,4,3695376
1200,1495168745,4,3828216
1200,1495168745,4,3651026
1200,1495168745,4,3649901
1200,1495168745,4,3653966
1200,1495168745,4,3837326
1200,1495168745,4,3650036
1201,1495123952,2,3854411
1201,1495123952,2,3699431
1201,1495123952,2,3703706
1202,1495170684,4,3649591
1202,1495170684,4,3845561
1202,1495170684,4,3764511
1202,1495170684,4,3855166
1202,1495170684,4,3807391
1202,1495170684,4,3655306
1202,1495170684,4,3856171
1202,1495170684,4,3749146
1203,1495160138,4,3651106
1203,1495160138,4,3672551
1203,1495160138,4,3839206
1203,1495160138,4,3654906
1203,1495160138,4,3650001
1203,1495160138,4,3654716
1203,1495160138,4,3654726
1204,1495137398,3,3654551
1204,1495137398,3,3761926
1204,1495137398,3,3729896
1204,1495137398,3,3655376
1204,1495137398,3,3654076
1205,1495099790,2,3672551
1205,1495099790,2,3698956
1206,1495094810,2,3650611
1206,1495094810,2,3654771
1206,1495094810,2,3650646
1207,1495088831,4,3653961
1207,1495088831,4,3764371
1207,1495088831,4,3730191
1207,1495088831,4,3851946
1207,1495088831,4,3653896
1207,1495088831,4,3729981
1208,1495126391,4,3730091
1208,1495126391,4,3649511
1208,1495126391,4,3764261
1208,1495126391,4,3729801
1208,1495126391,4,3763261
1208,1495126391,4,3850086
1208,1495126391,4,3760846
1209,1495155320,2,3649576
1209,1495155320,2,3827461
1210,1495108555,4,3655066
1210,1495108555,4,3654086
1210,1495108555,4,3650761
1210,1495108555,4,3650756
1210,1495108555,4,3654761
1210,1495108555,4,3654266
1211,1495138310,4,3650391
1211,1495138310,4,3649836
1211,1495138310,4,3856196
1211,1495138310,4,3654646
1211,1495138310,4,3650656
1211,1495138310,4,3763896
1211,1495138310,4,3650956
1212,1495138310,4,3698626
1212,1495138310,4,3655106
1212,1495138310,4,3855941
1212,1495138310,4,3691366
1212,1495138310,4,3749186
1212,1495138310,4,3729751
1212,1495138310,4,3654586
1213,1495138310,4,3749266
1213,1495138310,4,3749076
1213,1495138310,4,3653561
1213,1495138310,4,3751036
1213,1495138310,4,3763866
1213,1495138310,4,3852401
1213,1495138310,4,3650971
1214,1495138310,4,3654916
1214,1495138310,4,3749256
1214,1495138310,4,3654231
1214,1495138310,4,3654296
1214,1495138310,4,3751041
1214,1495138310,4,3759721
1214,1495138310,4,3655691
1215,1495138310,4,3764556
1215,1495138310,4,3760961
1215,1495138310,4,3655066
1215,1495138310,4,3831911
1215,1495138310,4,3749511
1215,1495138310,4,3851946
1215,1495138310,4,3650691
1216,1495138310,4,3853671
1216,1495138310,4,3649996
1216,1495138310,4,3763671
1216,1495138310,4,3650676
1216,1495138310,4,3656326
1216,1495138310,4,3807391
1216,1495138310,4,3655376
1217,1495138310,4,3854626
1217,1495138310,4,3653976
1217,1495138310,4,3655386
1217,1495138310,4,3847391
1217,1495138310,4,3729866
1217,1495138310,4,3729871
1217,1495138310,4,3650521
1218,1495138310,4,3730111
1218,1495138310,4,3650391
1218,1495138310,4,3743951
1218,1495138310,4,3764491
1218,1495138310,4,3649586
1218,1495138310,4,3749111
1218,1495138310,4,3729936
1219,1495138310,1,3650526
1220,1495138310,1,3649816
1221,1495138310,1,3841991
1222,1495138310,1,3655516
1223,1495138310,1,3650161
1224,1495138310,1,3847316
1225,1495138310,1,3764371
1226,1495138310,1,3848861
1227,1495138310,4,3653986
1227,1495138310,4,3649691
1227,1495138310,4,3855976
1227,1495138310,4,3763451
1227,1495138310,4,3655326
1227,1495138310,4,3649946
1227,1495138310,4,3654131
1228,1495138310,4,3654271
1228,1495138310,4,3655536
1228,1495138310,4,3655346
1228,1495138310,4,3729831
1228,1495138310,4,3650651
1228,1495138310,4,3704931
1228,1495138310,4,3649841
1229,1495138310,4,3761401
1229,1495138310,4,3650111
1229,1495138310,4,3654851
1229,1495138310,4,3654451
1229,1495138310,4,3759741
1229,1495138310,4,3655601
1229,1495138310,4,3759781
1230,1495138310,4,3650901
1230,1495138310,4,3654791
1230,1495138310,4,3763051
1230,1495138310,4,3655266
1230,1495138310,4,3655251
1230,1495138310,4,3729796
1230,1495138310,4,3654546
1231,1495138310,4,3654966
1231,1495138310,4,3759731
1231,1495138310,4,3649516
1231,1495138310,4,3653976
1231,1495138310,4,3749131
1231,1495138310,4,3654291
1231,1495138310,4,3749351
1232,1495138310,4,3650911
1232,1495138310,4,3649606
1232,1495138310,4,3761641
1232,1495138310,4,3742456
1232,1495138310,4,3747696
1232,1495138310,4,3655251
1232,1495138310,4,3729751
1233,1495138310,4,3855941
1233,1495138310,4,3655356
1233,1495138310,4,3763051
1233,1495138310,4,3653561
1233,1495138310,4,3650906
1233,1495138310,4,3650836
1233,1495138310,4,3655326
1234,1495138310,4,3655036
1234,1495138310,4,3763346
1234,1495138310,4,3655081
1234,1495138310,4,3651031
1234,1495138310,4,3759751
1234,1495138310,4,3650286
1234,1495138310,4,3649936
1235,1495138310,1,3729616
1236,1495138310,1,3650441
1237,1495138310,1,3654091
1238,1495138310,1,3764401
1239,1495138310,1,3764506
1240,1495138310,1,3749376
1241,1495138310,1,3656381
1242,1495138310,1,3655531
1243,1495173920,4,3762796
1243,1495173920,4,3847206
1243,1495173920,4,3654446
1243,1495173920,4,3654576
1243,1495173920,4,3729881
1243,1495173920,4,3855981
1243,1495173920,4,3729811
1244,1495148375,2,3650766
1244,1495148375,2,3749156
1245,1495176036,4,3847316
1245,1495176036,4,3655571
1245,1495176036,4,3756611
1245,1495176036,4,3847406
1245,1495176036,4,3650491
1245,1495176036,4,3729926
1246,1495144278,3,3759731
1246,1495144278,3,3839351
1246,1495144278,3,3729961
1246,1495144278,3,3729356
1246,1495144278,3,3654866
1247,1495093805,3,3651121
1247,1495093805,3,3749256
1247,1495093805,3,3704931
1247,1495093805,3,3650286
1247,1495093805,3,3730181
1248,1495153609,2,3654141
1248,1495153609,2,3807391
1249,1495108115,3,3650831
1249,1495108115,3,3749231
1249,1495108115,3,3749206
1249,1495108115,3,3764351
1249,1495108115,3,3650741
1250,1495124543,4,3729961
1250,1495124543,4,3749161
1250,1495124543,4,3763346
1250,1495124543,4,3764231
1250,1495124543,4,3672666
1250,1495124543,4,3649961
1250,1495124543,4,3762451
1251,1495092248,3,3650336
1251,1495092248,3,3729416
1251,1495092248,3,3729856
1251,1495092248,3,3849621
1251,1495092248,3,3654906
1252,1495104013,2,3650896
1252,1495104013,2,3649601
1253,1495116938,2,3729731
1253,1495116938,2,3839671
1254,1495090533,4,3650576
1254,1495090533,4,3650716
1254,1495090533,4,3650956
1254,1495090533,4,3651196
1254,1495090533,4,3729306
1254,1495090533,4,3655151
1255,1495125941,4,3749081
1255,1495125941,4,3650766
1255,1495125941,4,3742456
1255,1495125941,4,3650161
1255,1495125941,4,3655311
1255,1495125941,4,3650491
1256,1495117011,2,3729406
1256,1495117011,2,3655631
1257,1495136341,4,3654291
1257,1495136341,4,3649791
1257,1495136341,4,3747211
1257,1495136341,4,3699231
1257,1495136341,4,3855541
1257,1495136341,4,3656386
1258,1495102643,3,3655186
1258,1495102643,3,3654006
1258,1495102643,3,3649861
1258,1495102643,3,3847436
1259,1495131993,3,3786971
1259,1495131993,3,3729401
1259,1495131993,3,3763566
1259,1495131993,3,3649531
1259,1495131993,3,3844966
1260,1495131993,3,3821166
1260,1495131993,3,3651211
1260,1495131993,3,3650286
1260,1495131993,3,3653966
1260,1495131993,3,3655436
1261,1495131993,3,3729366
1261,1495131993,3,3811271
1261,1495131993,3,3650401
1261,1495131993,3,3749246
1261,1495131993,3,3649501
1262,1495131993,3,3650976
1262,1495131993,3,3839341
1262,1495131993,3,3655486
1262,1495131993,3,3846511
1262,1495131993,3,3759821
1263,1495131993,3,3649621
1263,1495131993,3,3840141
1263,1495131993,3,3655391
1263,1495131993,3,3650711
1263,1495131993,3,3650416
1264,1495131993,3,3845581
1264,1495131993,3,3650746
1264,1495131993,3,3759801
1264,1495131993,3,3839671
1264,1495131993,3,3650901
1265,1495131993,3,3654661
1265,1495131993,3,3650536
1265,1495131993,3,3654971
1265,1495131993,3,3687661
1265,1495131993,3,3764561
1266,1495131993,3,3654211
1266,1495131993,3,3750996
1266,1495131993,3,3656366
1266,1495131993,3,3655141
1266,1495131993,3,3654961
1267,1495131993,3,3654296
1267,1495131993,3,3847436
1267,1495131993,3,3671406
1267,1495131993,3,3856066
1267,1495131993,3,3762006
1268,1495131993,3,3751111
1268,1495131993,3,3749071
1268,1495131993,3,3650501
1268,1495131993,3,3699676
1268,1495131993,3,3651871
1269,1495131993,3,3855166
1269,1495131993,3,3650391
1269,1495131993,3,3749086
1269,1495131993,3,3654116
1269,1495131993,3,3749286
1270,1495131993,3,3729401
1270,1495131993,3,3650416
1270,1495131993,3,3656806
1270,1495131993,3,3742456
1270,1495131993,3,3650316
1271,1495131993,3,3649481
1271,1495131993,3,3654221
1271,1495131993,3,3849621
1271,1495131993,3,3653926
1271,1495131993,3,3649471
1272,1495131993,3,3854856
1272,1495131993,3,3653951
1272,1495131993,3,3649556
1272,1495131993,3,3687661
1272,1495131993,3,3655111
1273,1495131993,3,3855211
1273,1495131993,3,3654636
1273,1495131993,3,3650771
1273,1495131993,3,3649846
1273,1495131993,3,3763866
1274,1495131993,3,3656806
1274,1495131993,3,3781326
1274,1495131993,3,3655586
1274,1495131993,3,3649526
1274,1495131993,3,3655491
1275,1495131993,3,3760621
1275,1495131993,3,3729576
1275,1495131993,3,3651221
1275,1495131993,3,3654766
1275,1495131993,3,3651236
1276,1495131993,3,3749346
1276,1495131993,3,3649946
1276,1495131993,3,3764471
1276,1495131993,3,3749386
1276,1495131993,3,3756181
1277,1495131993,3,3759751
1277,1495131993,3,3764391
1277,1495131993,3,3763896
1277,1495131993,3,3730151
1277,1495131993,3,3729501
1278,1495131993,3,3655041
1278,1495131993,3,3650831
1278,1495131993,3,3651101
1278,1495131993,3,3654316
1278,1495131993,3,3729946
1279,1495131993,3,3729776
1279,1495131993,3,3649816
1279,1495131993,3,3654951
1279,1495131993,3,3672666
1279,1495131993,3,3845621
1280,1495131993,3,3764401
1280,1495131993,3,3649711
1280,1495131993,3,3655701
1280,1495131993,3,3764296
1280,1495131993,3,3704931
1281,1495131993,3,3651906
1281,1495131993,3,3760241
1281,1495131993,3,3654431
1281,1495131993,3,3729886
1281,1495131993,3,3654806
1282,1495131993,3,3806831
1282,1495131993,3,3649641
1282,1495131993,3,3654856
1282,1495131993,3,3695376
1282,1495131993,3,3729711
1283,1495131993,3,3733636
1283,1495131993,3,3654191
1283,1495131993,3,3729511
1283,1495131993,3,3655651
1283,1495131993,3,3650661
1284,1495131993,3,3751036
1284,1495131993,3,3654611
1284,1495131993,3,3761536
1284,1495131993,3,3730011
1284,1495131993,3,3651176
1285,1495131993,3,3729571
1285,1495131993,3,3654636
1285,1495131993,3,3666046
1285,1495131993,3,3655441
1285,1495131993,3,3653981
1286,1495131993,3,3746411
1286,1495131993,3,3703461
1286,1495131993,3,3751011
1286,1495131993,3,3729931
1286,1495131993,3,3846886
1287,1495131993,3,3698626
1287,1495131993,3,3764471
1287,1495131993,3,3729896
1287,1495131993,3,3760841
1287,1495131993,3,3743951
1288,1495131993,3,3687661
1288,1495131993,3,3747631
1288,1495131993,3,3760836
1288,1495131993,3,3654406
1288,1495131993,3,3740731
1289,1495131993,3,3655321
1289,1495131993,3,3653901
1289,1495131993,3,3654121
1289,1495131993,3,3654041
1289,1495131993,3,3655156
1290,1495131993,3,3767496
1290,1495131993,3,3655641
1290,1495131993,3,3654711
1290,1495131993,3,3764771
1290,1495131993,3,3655401
1291,1495152586,2,3649661
1291,1495152586,2,3761926
1292,1495099556,3,3843986
1292,1495099556,3,3651256
1292,1495099556,3,3749291
1292,1495099556,3,3650501
1293,1495111655,4,3759811
1293,1495111655,4,3650856
1293,1495111655,4,3763671
1293,1495111655,4,3650866
1293,1495111655,4,3651126
1293,1495111655,4,3747421
1294,1495168028,4,3704551
1294,1495168028,4,3729881
1294,1495168028,4,3655621
1294,1495168028,4,3829111
1294,1495168028,4,3654461
1294,1495168028,4,3730076
1295,1495094878,2,3654981
1295,1495094878,2,3764571
1296,1495141384,3,3656386
1296,1495141384,3,3729631
1296,1495141384,3,3786971
1296,1495141384,3,3761711
1297,1495120615,4,3654806
1297,1495120615,4,3650931
1297,1495120615,4,3654666
1297,1495120615,4,3655231
1297,1495120615,4,3654761
1297,1495120615,4,3653961
1298,1495151095,3,3749201
1298,1495151095,3,3650961
1298,1495151095,3,3651931
1298,1495151095,3,3764326
1299,1495176382,2,3654626
1299,1495176382,2,3655561
1300,1495129239,2,3730141
1300,1495129239,2,3650521
1301,1495163817,3,3654726
1301,1495163817,3,3650276
1301,1495163817,3,3749366
1301,1495163817,3,3651176
1301,1495163817,3,3650641
1302,1495106195,2,3845131
1302,1495106195,2,3764431
1302,1495106195,2,3650881
1303,1495124341,1,3751041
1304,1495156261,4,3749256
1304,1495156261,4,3650396
1304,1495156261,4,3761856
1304,1495156261,4,3759806
1304,1495156261,4,3650386
1304,1495156261,4,3751096
1305,1495097737,4,3729906
1305,1495097737,4,3651261
1305,1495097737,4,3729611
1305,1495097737,4,3855956
1305,1495097737,4,3654801
1305,1495097737,4,3649996
1306,1495134984,2,3655011
1306,1495134984,2,3650211
1306,1495134984,2,3781341
